OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,OrderYear,OrderMonth,OrderMonthName
500023,108138,2025-05-25,2006,1.0,0.2,Cash,Completed,2025.0,5.0,May
500024,107845,2025-05-28,2013,3.0,0.0,Gateway,Completed,2025.0,5.0,May
500025,109039,2025-06-25,2013,1.0,0.15,Gateway,Completed,2025.0,6.0,June
500026,107998,2025-02-10,2010,2.0,0.05,CardToCard,Completed,2025.0,2.0,February
500027,108982,2024-07-25,2006,2.0,0.1,Cash,Completed,2024.0,7.0,July
500028,103563,2025-01-05,2002,1.0,0.0,Gateway,Completed,2025.0,1.0,January
500029,100210,2026-05-29,2002,1.0,0.1,Wallet,Completed,2026.0,5.0,May
500030,104615,2024-08-23,2019,2.0,0.05,CardToCard,Completed,2024.0,8.0,August
500031,101683,2025-09-18,2011,2.0,0.0,Gateway,Completed,2025.0,9.0,September
500032,109032,2026-04-21,2008,2.0,0.0,Wallet,Completed,2026.0,4.0,April
500033,107365,2025-05-04,2007,3.0,0.05,Gateway,Completed,2025.0,5.0,May
500034,105082,2025-02-26,2004,2.0,0.05,Gateway,Completed,2025.0,2.0,February
500035,106013,2024-04-14,2008,5.0,0.1,Wallet,Completed,2024.0,4.0,April
500036,103010,2025-10-12,2017,2.0,0.2,Wallet,Completed,2025.0,10.0,October
500037,107822,2026-03-10,2013,1.0,0.0,Gateway,Completed,2026.0,3.0,March
500038,101279,2026-06-06,2001,4.0,0.15,Gateway,Completed,2026.0,6.0,June
500039,107601,2024-06-23,2013,5.0,0.05,Gateway,Returned,2024.0,6.0,June
500040,104265,2026-03-21,2011,4.0,0.1,Gateway,Cancelled,2026.0,3.0,March
500041,104458,2024-11-16,2010,2.0,0.3,Gateway,Completed,2024.0,11.0,November
500042,104499,2025-06-19,2006,1.0,0.1,Gateway,Completed,2025.0,6.0,June
500043,109584,2024-07-12,2020,1.0,0.0,Gateway,Completed,2024.0,7.0,July
500044,104936,2024-08-02,2005,1.0,0.0,CardToCard,Completed,2024.0,8.0,August
500045,100241,2025-06-18,2017,2.0,0.05,,Completed,2025.0,6.0,June
500046,107541,2025-02-22,2002,1.0,0.05,CardToCard,Completed,2025.0,2.0,February
500047,109317,2026-05-16,2003,3.0,0.0,CardToCard,Completed,2026.0,5.0,May
500048,109778,2024-08-16,2010,2.0,0.0,Cash,Completed,2024.0,8.0,August
500049,102735,2026-01-28,2003,2.0,0.0,CardToCard,Completed,2026.0,1.0,January
500050,103894,2025-02-01,2017,1.0,0.05,Gateway,Completed,2025.0,2.0,February
500051,102673,2024-04-26,2011,1.0,0.0,Gateway,Completed,2024.0,4.0,April
500052,108100,2024-07-25,2013,3.0,0.1,Wallet,Completed,2024.0,7.0,July
500053,106454,2025-10-14,2013,1.0,0.0,Wallet,Completed,2025.0,10.0,October
500054,106300,2025-12-15,2011,1.0,0.2,Wallet,Returned,2025.0,12.0,December
500055,109861,2024-02-04,2011,2.0,0.15,Cash,Completed,2024.0,2.0,February
500056,108499,2024-12-20,2018,2.0,0.0,Wallet,Completed,2024.0,12.0,December
500057,101360,2025-03-02,2011,1.0,0.0,Gateway,Completed,2025.0,3.0,March
500058,104257,2025-06-15,2010,2.0,0.0,Gateway,Completed,2025.0,6.0,June
500059,109227,2025-07-16,2003,1.0,0.0,Wallet,Completed,2025.0,7.0,July
500060,104648,2025-12-18,2009,2.0,0.15,Wallet,Completed,2025.0,12.0,December
500061,103566,2024-08-24,2011,2.0,0.0,Cash,Completed,2024.0,8.0,August
500062,103020,2024-04-06,2007,3.0,0.05,Gateway,Completed,2024.0,4.0,April
500063,106946,2024-06-10,2011,1.0,0.0,Gateway,Completed,2024.0,6.0,June
500064,107003,2026-04-11,2015,2.0,0.1,CardToCard,Completed,2026.0,4.0,April
500065,104518,2025-04-17,2014,1.0,0.0,CardToCard,Completed,2025.0,4.0,April
500066,102799,2024-07-08,2017,1.0,0.05,Gateway,Completed,2024.0,7.0,July
500067,100378,2025-11-09,2013,1.0,0.05,Gateway,Completed,2025.0,11.0,November
500068,104093,2025-05-22,2002,1.0,0.05,Wallet,Cancelled,2025.0,5.0,May
500069,103550,2024-11-13,2011,4.0,0.1,Gateway,Returned,2024.0,11.0,November
500070,105158,2024-01-16,2003,3.0,0.0,Gateway,Completed,2024.0,1.0,January
500071,100053,2025-11-07,2008,1.0,0.1,Wallet,Completed,2025.0,11.0,November
500072,108212,2025-09-12,2017,1.0,0.2,CardToCard,Completed,2025.0,9.0,September
500073,102545,2024-08-14,2002,2.0,0.05,Gateway,Completed,2024.0,8.0,August
500074,106487,2024-08-17,2014,5.0,0.1,Gateway,Completed,2024.0,8.0,August
500075,104951,2024-08-22,2007,1.0,0.05,Wallet,Completed,2024.0,8.0,August
500076,105369,2025-08-02,2014,3.0,0.05,Gateway,Completed,2025.0,8.0,August
500077,108987,2024-09-11,2003,2.0,0.3,Gateway,Completed,2024.0,9.0,September
500078,100771,2024-09-25,2002,2.0,0.3,CardToCard,Completed,2024.0,9.0,September
500079,103388,2024-11-21,2015,2.0,0.2,Wallet,Completed,2024.0,11.0,November
500080,100685,2026-06-05,2013,1.0,0.0,Gateway,Cancelled,2026.0,6.0,June
500081,107845,2025-02-01,2018,2.0,0.0,Gateway,Completed,2025.0,2.0,February
500082,103580,2024-11-22,2007,3.0,0.05,CardToCard,Completed,2024.0,11.0,November
500083,104496,2025-02-10,2008,1.0,0.0,Wallet,Completed,2025.0,2.0,February
500084,100243,2025-09-13,2013,3.0,0.05,CardToCard,Completed,2025.0,9.0,September
500085,106025,2026-02-03,2003,1.0,0.0,Gateway,Completed,2026.0,2.0,February
500086,102251,2026-06-19,2001,1.0,0.0,Gateway,Completed,2026.0,6.0,June
500087,100613,2025-02-23,2015,2.0,0.0,Gateway,Completed,2025.0,2.0,February
500088,109509,2025-02-01,2008,3.0,0.05,CardToCard,Completed,2025.0,2.0,February
500089,105172,2024-10-12,2019,2.0,0.05,Gateway,Completed,2024.0,10.0,October
500090,102165,2025-11-04,2003,4.0,0.1,Wallet,Completed,2025.0,11.0,November
500091,103486,2025-07-20,2003,1.0,0.1,Cash,Cancelled,2025.0,7.0,July
500092,107995,2024-11-09,2001,5.0,0.05,CardToCard,Completed,2024.0,11.0,November
500093,104739,2025-03-23,2018,2.0,0.1,Gateway,Completed,2025.0,3.0,March
500094,106590,2024-06-26,2015,2.0,0.3,Gateway,Completed,2024.0,6.0,June
500095,102948,2025-08-22,2020,1.0,0.15,Gateway,Completed,2025.0,8.0,August
500096,101255,2024-08-05,2018,1.0,0.0,CardToCard,Completed,2024.0,8.0,August
500097,100083,2024-10-29,2004,1.0,0.3,Gateway,Completed,2024.0,10.0,October
500098,102041,2024-02-29,2017,3.0,0.0,Gateway,Cancelled,2024.0,2.0,February
500099,109236,2024-07-09,2014,4.0,0.1,CardToCard,Completed,2024.0,7.0,July
500100,100300,2024-06-17,2005,3.0,0.0,CardToCard,Completed,2024.0,6.0,June
500101,100163,2025-09-27,2008,2.0,0.15,Gateway,Completed,2025.0,9.0,September
500102,100303,2025-08-23,2010,1.0,0.0,Gateway,Completed,2025.0,8.0,August
500103,107340,2025-04-10,2005,1.0,0.05,Gateway,Completed,2025.0,4.0,April
500104,108874,2024-11-30,2005,1.0,0.1,CardToCard,Completed,2024.0,11.0,November
500105,104487,2026-02-10,2015,1.0,0.15,Gateway,Completed,2026.0,2.0,February
500106,109797,2026-02-03,2007,3.0,0.0,Gateway,Completed,2026.0,2.0,February
500107,103568,2025-06-04,2007,3.0,0.1,Wallet,Completed,2025.0,6.0,June
500108,109290,2025-07-22,2018,4.0,0.0,Wallet,Completed,2025.0,7.0,July
500109,104967,2025-11-19,2017,2.0,0.05,Gateway,Completed,2025.0,11.0,November
500110,103549,2025-09-16,2003,1.0,0.15,Gateway,Cancelled,2025.0,9.0,September
500111,108820,2024-07-13,2003,3.0,0.0,Gateway,Completed,2024.0,7.0,July
500112,100737,2025-03-10,2005,2.0,0.1,Gateway,Completed,2025.0,3.0,March
500113,101140,2024-05-11,2013,1.0,0.15,Gateway,Cancelled,2024.0,5.0,May
500114,107642,2025-11-30,2007,3.0,0.0,,Completed,2025.0,11.0,November
500115,109188,2025-07-18,2008,2.0,0.0,Gateway,Completed,2025.0,7.0,July
500116,102851,2026-06-04,2001,1.0,0.05,,Completed,2026.0,6.0,June
500117,106117,2024-04-28,2008,2.0,0.15,Wallet,Returned,2024.0,4.0,April
500118,101946,2025-03-16,2005,1.0,0.05,Gateway,Completed,2025.0,3.0,March
500119,101651,2025-09-17,2007,3.0,0.0,Gateway,Completed,2025.0,9.0,September
500120,104593,2026-01-19,2001,5.0,0.0,,Completed,2026.0,1.0,January
500121,109488,2026-01-07,2008,3.0,0.0,CardToCard,Completed,2026.0,1.0,January
500122,100808,2024-06-23,2012,2.0,0.15,Gateway,Completed,2024.0,6.0,June
500123,108989,2026-06-08,2008,1.0,0.15,Gateway,Completed,2026.0,6.0,June
500124,100247,2026-06-07,2002,1.0,0.3,CardToCard,Completed,2026.0,6.0,June
500125,109971,2026-05-22,2007,4.0,0.3,Gateway,Completed,2026.0,5.0,May
500126,105041,2025-06-14,2005,4.0,0.05,Cash,Completed,2025.0,6.0,June
500127,108080,2025-12-19,2007,2.0,0.0,CardToCard,Completed,2025.0,12.0,December
500128,106290,2024-03-06,2014,1.0,0.05,CardToCard,Completed,2024.0,3.0,March
500129,108436,2024-08-08,2019,1.0,0.0,Gateway,Completed,2024.0,8.0,August
500130,106102,2024-03-20,2012,1.0,0.3,Gateway,Completed,2024.0,3.0,March
500131,101553,2025-03-12,2007,1.0,0.05,Wallet,Completed,2025.0,3.0,March
500132,100253,2026-05-17,2008,1.0,0.05,Gateway,Completed,2026.0,5.0,May
500133,108318,2025-07-14,2017,2.0,0.1,Gateway,Completed,2025.0,7.0,July
500134,100871,2025-02-02,2017,1.0,,CardToCard,Completed,2025.0,2.0,February
500135,107244,2025-11-16,2017,2.0,0.3,CardToCard,Completed,2025.0,11.0,November
500136,101858,2025-04-20,2018,2.0,0.0,Gateway,Completed,2025.0,4.0,April
500137,106607,2025-01-30,2017,3.0,0.05,CardToCard,Completed,2025.0,1.0,January
500138,103340,2025-06-27,2007,1.0,0.0,Gateway,Completed,2025.0,6.0,June
500139,108835,2025-03-18,2011,4.0,0.05,CardToCard,Completed,2025.0,3.0,March
500140,107286,2025-07-08,2008,1.0,0.2,Wallet,Completed,2025.0,7.0,July
500141,104773,2025-11-24,2010,2.0,0.05,Gateway,Completed,2025.0,11.0,November
500142,100252,2025-02-03,2010,1.0,0.1,CardToCard,Completed,2025.0,2.0,February
500143,103103,2024-12-24,2016,2.0,0.1,Gateway,Completed,2024.0,12.0,December
500144,101874,2025-04-27,2016,1.0,0.0,CardToCard,Completed,2025.0,4.0,April
500145,107442,2026-03-01,2008,2.0,0.15,CardToCard,Completed,2026.0,3.0,March
500146,107442,2024-12-31,2009,4.0,0.0,Cash,Completed,2024.0,12.0,December
500147,104242,2026-01-02,2010,4.0,0.0,Wallet,Completed,2026.0,1.0,January
500148,103890,2025-06-17,2013,3.0,0.1,Wallet,Completed,2025.0,6.0,June
500149,105747,2024-01-11,2009,2.0,0.3,CardToCard,Completed,2024.0,1.0,January
500150,104546,2025-02-15,2014,1.0,0.05,CardToCard,Completed,2025.0,2.0,February
500151,104785,2024-06-30,2006,4.0,0.05,Gateway,Completed,2024.0,6.0,June
500152,101032,2024-05-10,2012,1.0,0.0,Wallet,Completed,2024.0,5.0,May
500153,108727,2024-07-21,2018,1.0,0.0,CardToCard,Completed,2024.0,7.0,July
500154,102971,2025-09-07,2007,1.0,0.15,Wallet,Completed,2025.0,9.0,September
500155,103997,2025-06-26,2003,2.0,0.05,Wallet,Returned,2025.0,6.0,June
500156,103396,2025-04-08,2014,1.0,0.1,Gateway,Completed,2025.0,4.0,April
500157,109573,2025-03-03,2014,1.0,0.15,Gateway,Completed,2025.0,3.0,March
500158,109579,2024-12-02,2009,2.0,0.3,CardToCard,Completed,2024.0,12.0,December
500159,109132,2026-02-06,2003,2.0,0.05,Gateway,Completed,2026.0,2.0,February
500160,105558,2026-04-06,2007,3.0,0.0,Cash,Completed,2026.0,4.0,April
500161,103309,2025-10-22,2016,1.0,0.1,Cash,Completed,2025.0,10.0,October
500162,101330,2024-09-06,2014,1.0,0.2,Gateway,Completed,2024.0,9.0,September
500163,105525,2026-03-13,2006,1.0,0.0,CardToCard,Completed,2026.0,3.0,March
500164,107488,2025-12-08,2004,2.0,0.05,Gateway,Completed,2025.0,12.0,December
500165,106784,2024-04-17,2003,1.0,0.2,CardToCard,Completed,2024.0,4.0,April
500166,109289,2024-10-22,2007,3.0,0.0,Gateway,Completed,2024.0,10.0,October
500167,109697,2024-10-10,2004,2.0,0.0,Cash,Cancelled,2024.0,10.0,October
500168,100360,2025-09-22,2008,5.0,0.0,Gateway,Completed,2025.0,9.0,September
500169,104134,2025-03-28,2003,1.0,0.0,Wallet,Completed,2025.0,3.0,March
500170,105228,2024-08-18,2008,1.0,0.1,Cash,Completed,2024.0,8.0,August
500171,105936,2024-07-18,2011,2.0,0.0,CardToCard,Completed,2024.0,7.0,July
500172,104045,2025-01-30,2001,1.0,0.05,Gateway,Completed,2025.0,1.0,January
500173,106613,2025-07-29,2008,1.0,0.15,Gateway,Cancelled,2025.0,7.0,July
500174,106216,2025-03-15,2016,1.0,0.1,,Completed,2025.0,3.0,March
500175,105281,2024-08-13,2005,4.0,0.0,Gateway,Completed,2024.0,8.0,August
500176,101073,2025-06-19,2017,1.0,0.05,Cash,Completed,2025.0,6.0,June
500177,102785,2026-06-29,2002,2.0,0.1,CardToCard,Completed,2026.0,6.0,June
500178,101517,2024-06-01,2013,1.0,0.15,Wallet,Completed,2024.0,6.0,June
500179,103489,2025-04-01,2008,1.0,0.0,Gateway,Completed,2025.0,4.0,April
500180,105531,2024-11-20,2014,1.0,0.05,CardToCard,Completed,2024.0,11.0,November
500181,103745,2024-07-07,2010,2.0,0.0,Gateway,Completed,2024.0,7.0,July
500182,104872,2026-01-26,2003,1.0,0.1,Cash,Completed,2026.0,1.0,January
500183,102886,2026-05-08,2016,1.0,0.05,Gateway,Completed,2026.0,5.0,May
500184,106987,2024-10-29,2017,3.0,0.05,Gateway,Completed,2024.0,10.0,October
500185,105068,2024-10-27,2013,1.0,0.0,Gateway,Completed,2024.0,10.0,October
500186,107190,2024-03-20,2007,1.0,0.0,Gateway,Completed,2024.0,3.0,March
500187,100617,2025-06-17,2003,3.0,0.2,Gateway,Completed,2025.0,6.0,June
500188,108226,2024-01-24,2002,1.0,0.05,Cash,Completed,2024.0,1.0,January
500189,107802,2025-03-04,2014,2.0,0.15,Gateway,Completed,2025.0,3.0,March
500190,107506,2024-05-12,2004,1.0,0.1,Wallet,Completed,2024.0,5.0,May
500191,100026,2025-08-03,2012,2.0,0.0,Cash,Completed,2025.0,8.0,August
500192,109461,2026-04-01,2015,1.0,0.1,Wallet,Completed,2026.0,4.0,April
500193,106441,2024-03-17,2008,1.0,0.05,Gateway,Completed,2024.0,3.0,March
500194,105983,2025-11-02,2013,2.0,0.05,CardToCard,Completed,2025.0,11.0,November
500195,100659,2025-12-18,2005,1.0,0.05,CardToCard,Completed,2025.0,12.0,December
500196,107716,2024-06-01,2008,1.0,0.05,Gateway,Completed,2024.0,6.0,June
500197,109561,2026-03-24,2008,2.0,0.1,CardToCard,Returned,2026.0,3.0,March
500198,109142,2025-06-20,2011,1.0,0.05,Gateway,Completed,2025.0,6.0,June
500199,105852,2025-04-07,2011,2.0,0.0,,Completed,2025.0,4.0,April
500200,104768,2025-08-03,2008,2.0,0.1,CardToCard,Completed,2025.0,8.0,August
500201,104200,2024-09-06,2001,3.0,0.0,Gateway,Completed,2024.0,9.0,September
500202,101186,2024-01-23,2009,2.0,0.0,Gateway,Cancelled,2024.0,1.0,January
500203,103758,2025-01-17,2008,1.0,0.0,Cash,Completed,2025.0,1.0,January
500204,108390,2025-10-04,2013,1.0,0.15,Gateway,Completed,2025.0,10.0,October
500205,109364,2026-03-19,2003,1.0,0.0,CardToCard,Completed,2026.0,3.0,March
500206,101183,2025-01-06,2020,2.0,0.0,CardToCard,Completed,2025.0,1.0,January
500207,101856,2024-08-16,2018,1.0,0.05,Gateway,Completed,2024.0,8.0,August
500208,103338,2024-04-23,2014,3.0,0.05,Wallet,Completed,2024.0,4.0,April
500209,104657,2026-04-10,2006,1.0,0.15,Cash,Completed,2026.0,4.0,April
500210,107838,2024-07-18,2011,1.0,0.0,Gateway,Completed,2024.0,7.0,July
500211,105761,2026-03-09,2009,1.0,0.0,Wallet,Completed,2026.0,3.0,March
500212,102102,2024-06-07,2014,2.0,0.0,Gateway,Completed,2024.0,6.0,June
500213,101342,2024-01-16,2008,1.0,0.1,Gateway,Completed,2024.0,1.0,January
500214,102133,2024-07-12,2008,1.0,0.1,Gateway,Completed,2024.0,7.0,July
500215,101884,2025-03-01,2014,1.0,0.1,Gateway,Completed,2025.0,3.0,March
500216,108279,2024-10-28,2008,1.0,0.1,Wallet,Completed,2024.0,10.0,October
500217,101096,2026-03-05,2014,3.0,0.1,Gateway,Completed,2026.0,3.0,March
500218,103404,2025-04-16,2013,1.0,0.05,Gateway,Completed,2025.0,4.0,April
500219,108532,2024-04-11,2011,1.0,0.0,Wallet,Completed,2024.0,4.0,April
500220,105098,2025-06-24,2007,1.0,0.15,Gateway,Completed,2025.0,6.0,June
500221,100444,2024-12-02,2014,2.0,0.0,CardToCard,Completed,2024.0,12.0,December
500222,102621,2025-08-09,2013,1.0,0.15,Wallet,Cancelled,2025.0,8.0,August
500223,101921,2025-11-10,2015,2.0,0.15,CardToCard,Completed,2025.0,11.0,November
500224,103652,2026-06-12,2007,4.0,0.15,Gateway,Completed,2026.0,6.0,June
500225,105062,2025-05-13,2005,3.0,0.15,Gateway,Completed,2025.0,5.0,May
500226,107826,2024-11-12,2001,1.0,0.0,CardToCard,Completed,2024.0,11.0,November
500227,109447,2025-01-09,2010,1.0,0.1,Gateway,Completed,2025.0,1.0,January
500228,108616,2024-12-13,2014,2.0,0.1,Cash,Cancelled,2024.0,12.0,December
500229,105005,2025-01-24,2013,1.0,0.15,Gateway,Completed,2025.0,1.0,January
500230,104694,2024-01-27,2013,1.0,0.0,Gateway,Completed,2024.0,1.0,January
500231,103813,2024-08-01,2006,2.0,0.05,Wallet,Completed,2024.0,8.0,August
500232,105008,2026-06-15,2020,2.0,0.0,Gateway,Completed,2026.0,6.0,June
500233,101359,2026-03-31,2001,1.0,0.15,CardToCard,Completed,2026.0,3.0,March
500234,106814,2024-02-11,2002,1.0,0.05,Wallet,Completed,2024.0,2.0,February
500235,101208,2026-06-05,2014,3.0,0.0,CardToCard,Completed,2026.0,6.0,June
500236,102833,2025-11-15,2005,2.0,0.1,CardToCard,Completed,2025.0,11.0,November
500237,108171,2024-01-03,2003,2.0,0.0,Cash,Completed,2024.0,1.0,January
500238,107568,2026-03-13,2007,1.0,0.1,Gateway,Completed,2026.0,3.0,March
500239,103653,2026-05-11,2001,2.0,0.2,Gateway,Cancelled,2026.0,5.0,May
500240,109458,2025-06-27,2011,2.0,0.1,Cash,Completed,2025.0,6.0,June
500241,104794,2025-11-12,2008,1.0,0.0,Gateway,Completed,2025.0,11.0,November
500242,101714,2024-10-14,2004,2.0,0.0,Wallet,Returned,2024.0,10.0,October
500243,109391,2025-05-09,2015,1.0,0.0,Gateway,Completed,2025.0,5.0,May
500244,103669,2025-09-24,2013,1.0,0.0,Cash,Completed,2025.0,9.0,September
500245,103959,2025-04-29,2013,2.0,0.05,Cash,Completed,2025.0,4.0,April
500246,101327,2024-09-20,2018,1.0,0.0,Gateway,Completed,2024.0,9.0,September
500247,102218,2025-07-14,2005,3.0,,Cash,Completed,2025.0,7.0,July
500248,101098,2025-12-25,2005,1.0,0.15,CardToCard,Completed,2025.0,12.0,December
500249,104925,2025-12-23,2014,2.0,0.0,Gateway,Completed,2025.0,12.0,December
500250,105894,2024-04-24,2004,1.0,0.05,Gateway,Completed,2024.0,4.0,April
500251,105319,2025-01-19,2019,1.0,0.0,CardToCard,Cancelled,2025.0,1.0,January
500252,102797,2024-02-03,2004,2.0,0.05,CardToCard,Completed,2024.0,2.0,February
500253,100061,2025-06-30,2003,3.0,0.05,CardToCard,Completed,2025.0,6.0,June
500254,102612,2024-07-28,2008,1.0,0.05,Cash,Completed,2024.0,7.0,July
500255,109592,2026-04-03,2001,3.0,0.1,Gateway,Completed,2026.0,4.0,April
500256,103944,2025-06-18,2013,4.0,0.0,Cash,Completed,2025.0,6.0,June
500257,102347,2024-12-12,2014,1.0,0.0,Wallet,Completed,2024.0,12.0,December
500258,106912,2025-09-24,2007,1.0,0.0,Gateway,Completed,2025.0,9.0,September
500259,104801,2024-06-28,2006,2.0,0.1,Gateway,Cancelled,2024.0,6.0,June
500260,102947,2024-03-20,2013,1.0,0.0,Gateway,Completed,2024.0,3.0,March
500261,102880,2024-03-16,2009,3.0,0.0,CardToCard,Completed,2024.0,3.0,March
500262,105309,2025-05-18,2008,1.0,0.1,CardToCard,Completed,2025.0,5.0,May
500263,109946,2026-02-09,2008,3.0,0.0,Gateway,Completed,2026.0,2.0,February
500264,108067,2024-07-11,2017,5.0,0.1,CardToCard,Completed,2024.0,7.0,July
500265,105435,2025-10-18,2001,2.0,0.0,Gateway,Completed,2025.0,10.0,October
500266,100715,2024-02-02,2010,1.0,0.3,Gateway,Completed,2024.0,2.0,February
500267,106864,2024-11-01,2008,1.0,0.05,Gateway,Completed,2024.0,11.0,November
500268,101823,2025-07-18,2005,1.0,0.1,Gateway,Completed,2025.0,7.0,July
500269,108672,2025-12-14,2005,4.0,0.05,Gateway,Completed,2025.0,12.0,December
500270,105282,2026-04-19,2008,2.0,0.05,Gateway,Returned,2026.0,4.0,April
500271,101406,2025-06-30,2001,1.0,0.0,Gateway,Completed,2025.0,6.0,June
500272,102743,2025-02-03,2008,1.0,0.05,Wallet,Completed,2025.0,2.0,February
500273,104179,2024-02-22,2017,1.0,0.05,Gateway,Completed,2024.0,2.0,February
500274,109408,2024-08-26,2014,1.0,0.05,CardToCard,Returned,2024.0,8.0,August
500275,106341,2026-03-25,2005,1.0,0.1,Cash,Completed,2026.0,3.0,March
500276,100708,2025-05-18,2001,1.0,0.0,Gateway,Completed,2025.0,5.0,May
500277,105080,2024-10-23,2007,1.0,0.05,Cash,Completed,2024.0,10.0,October
500278,103290,2024-08-03,2006,1.0,0.0,Cash,Completed,2024.0,8.0,August
500279,107941,2024-04-08,2002,1.0,0.0,Cash,Completed,2024.0,4.0,April
500280,100054,2025-10-11,2005,2.0,0.0,CardToCard,Completed,2025.0,10.0,October
500281,108968,2024-12-22,2020,1.0,0.0,Gateway,Completed,2024.0,12.0,December
500282,100055,2026-04-11,2020,1.0,0.1,Cash,Returned,2026.0,4.0,April
500283,105484,2025-01-27,2004,2.0,0.1,,Completed,2025.0,1.0,January
500284,100679,2025-12-07,2004,4.0,0.0,Gateway,Returned,2025.0,12.0,December
500285,103840,2024-04-22,2017,2.0,0.15,Wallet,Completed,2024.0,4.0,April
500286,104093,2024-05-10,2014,3.0,0.0,Gateway,Completed,2024.0,5.0,May
500287,106045,2024-08-24,2014,2.0,0.0,Gateway,Completed,2024.0,8.0,August
500288,103336,2024-06-14,2010,1.0,0.0,Gateway,Completed,2024.0,6.0,June
500289,109103,2026-06-01,2008,2.0,0.1,Gateway,Completed,2026.0,6.0,June
500290,104232,2025-11-29,2002,1.0,0.05,Gateway,Completed,2025.0,11.0,November
500291,108916,2024-10-27,2017,2.0,0.0,CardToCard,Completed,2024.0,10.0,October
500292,103658,2025-03-25,2017,1.0,0.1,CardToCard,Completed,2025.0,3.0,March
500293,106736,2025-04-05,2007,1.0,0.05,Wallet,Completed,2025.0,4.0,April
500294,100751,2025-06-08,2003,4.0,0.0,Wallet,Completed,2025.0,6.0,June
500295,103423,2024-03-30,2008,2.0,0.0,Gateway,Completed,2024.0,3.0,March
500296,106060,2024-10-28,2020,1.0,0.0,Wallet,Completed,2024.0,10.0,October
500297,103443,2024-03-15,2008,3.0,0.0,CardToCard,Completed,2024.0,3.0,March
500298,103283,2026-03-20,2017,4.0,0.2,Gateway,Cancelled,2026.0,3.0,March
500299,104666,2024-12-14,2011,1.0,0.1,Gateway,Returned,2024.0,12.0,December
500300,105361,2025-09-20,2009,1.0,0.0,Cash,Completed,2025.0,9.0,September
500301,104588,2026-03-22,2013,1.0,0.2,Gateway,Completed,2026.0,3.0,March
500302,108012,2024-09-24,2019,1.0,0.0,Gateway,Completed,2024.0,9.0,September
500303,105715,2024-03-16,2014,1.0,0.0,Gateway,Completed,2024.0,3.0,March
500304,109107,2024-10-17,2018,2.0,0.1,CardToCard,Completed,2024.0,10.0,October
500305,102046,2025-08-02,2007,2.0,0.2,,Completed,2025.0,8.0,August
500306,108731,2025-03-07,2002,1.0,0.05,CardToCard,Completed,2025.0,3.0,March
500307,103309,2024-03-05,2003,1.0,0.3,Gateway,Completed,2024.0,3.0,March
500308,103662,2024-03-01,2003,2.0,0.1,CardToCard,Completed,2024.0,3.0,March
500309,108051,2025-08-27,2014,1.0,0.3,Cash,Returned,2025.0,8.0,August
500310,101765,2025-09-28,2005,4.0,0.0,Wallet,Completed,2025.0,9.0,September
500311,108993,2024-04-04,2004,2.0,0.15,Cash,Completed,2024.0,4.0,April
500312,105595,2025-11-17,2017,1.0,0.0,Gateway,Completed,2025.0,11.0,November
500313,105876,2024-10-25,2017,1.0,0.15,Cash,Completed,2024.0,10.0,October
500314,108721,2024-02-29,2001,1.0,0.1,Wallet,Completed,2024.0,2.0,February
